status,total_count,num_per_page,ticker_id,url
,22843,80,000957,
,17203,80,000958,
,27644,80,000959,
,39809,80,000960,
,14820,80,000961,
,15938,80,000962,
,5224,80,000963,
,19387,80,000965,
,23427,80,000966,
,5257,80,000967,
,12365,80,000968,
,20811,80,000969,
,28639,80,000970,
,13509,80,000971,
,27671,80,000972,
,47551,80,000973,
,12217,80,000975,
,24803,80,000976,
,44921,80,000977,
,70674,80,000979,
,14690,80,000978,
,20540,80,000980,
,28825,80,000982,
,6327,80,000981,
,33106,80,000983,
,5575,80,000985,
,28155,80,000987,
,40786,80,000988,
,16075,80,000989,
,5853,80,000990,
,13419,80,000993,
,6322,80,000995,
,49804,80,000996,
,43900,80,000997,
,23152,80,000998,
,17481,80,000999,
,35782,80,001696,
,12505,80,001896,
,24045,80,001979,
,16905,80,002001,
,18675,80,002002,
,17076,80,002003,
,27319,80,002004,
,37989,80,002005,
,17707,80,002006,
,20955,80,002007,
,49097,80,002008,
,13655,80,002009,
,8212,80,002010,
,23632,80,002011,
,16069,80,002012,
,18825,80,002013,
,17399,80,002014,
,14625,80,002015,
,13270,80,002016,
,7934,80,002017,
,15525,80,002018,
,18872,80,002019,
,7291,80,002020,
,11309,80,002021,
,12312,80,002022,
,14755,80,002023,
,260923,80,002024,
,19901,80,002025,
,18427,80,002028,
,63322,80,002027,
,10864,80,002026,
,28437,80,002029,
,45494,80,002030,
,18903,80,002031,
,5819,80,002032,
,15894,80,002033,
,5535,80,002034,
,8636,80,002035,
,19056,80,002036,
,9968,80,002037,
,26787,80,002038,
,10699,80,002039,
,25448,80,002040,
,11535,80,002041,
,19313,80,002042,
,64875,80,002043,
,15343,80,002044,
,19821,80,002045,
,22778,80,002046,
,20201,80,002047,
,18813,80,002048,
,26463,80,002049,
,13776,80,002050,
,17711,80,002051,
,59489,80,002052,
,12405,80,002053,
,13493,80,002054,
,20025,80,002055,
,21062,80,002056,
,11454,80,002057,
,7016,80,002058,
,10167,80,002059,
,22904,80,002060,
,17558,80,002061,
,11234,80,002062,
,20045,80,002063,
,27625,80,002064,
,26615,80,002065,
,20524,80,002066,
,57643,80,002067,
,16262,80,002068,
,40133,80,002069,
,44359,80,002070,
,61848,80,002071,
,11348,80,002072,
,30074,80,002074,
,25126,80,002075,
,30489,80,002073,
,17135,80,002076,
,11600,80,002077,
,21877,80,002078,
,19592,80,002079,
,11589,80,002080,
,25760,80,002081,
,9176,80,002082,
,22970,80,002083,
,26979,80,002084,
,7596,80,002085,
,13534,80,002086,
,15600,80,002089,
,22890,80,002087,
,8919,80,002090,
,17536,80,002091,
,47060,80,002092,
,9643,80,002088,
,29081,80,002093,
,14864,80,002094,
,40204,80,002095,
,6555,80,002096,
,31900,80,002097,
,9052,80,002098,
,23615,80,002099,
,12474,80,002100,
,7877,80,002101,
,25935,80,002102,
,7852,80,002103,
,33829,80,002104,
,14932,80,002105,
,42631,80,002106,
,14861,80,002107,
,21077,80,002108,
,10766,80,002110,
,9008,80,002109,
,8788,80,002111,
,9481,80,002112,
,15358,80,002113,
,24606,80,002114,
,23082,80,002115,
,6830,80,002116,
,8684,80,002117,
,20363,80,002118,
,12822,80,002119,
,7819,80,002120,
,19006,80,002121,
,29307,80,002122,
,34831,80,002123,
,7017,80,002124,
,11706,80,002125,
,14534,80,002126,
,13241,80,002127,
,13124,80,002128,
,22638,80,002129,
,35218,80,002130,
,12487,80,002131,
,17747,80,002132,
,14580,80,002133,
,8481,80,002134,
,17959,80,002135,
,9217,80,002136,
,15166,80,002137,
,20191,80,002138,
,19357,80,002139,
,31365,80,002142,
,3452,80,002141,
,13927,80,002140,
,18010,80,002143,
,14129,80,002144,
,18688,80,002145,
,41749,80,002146,
,13862,80,002147,
,27558,80,002148,
,7858,80,002149,
,7585,80,002150,
,24265,80,002151,
,13162,80,002152,
,9128,80,002153,
,40700,80,002154,
,44692,80,002155,
,14701,80,002156,
,10583,80,002157,
,6219,80,002158,
,3899,80,002159,
,16058,80,002160,
,47154,80,002161,
,21860,80,002162,
,25882,80,002163,
,11184,80,002164,
,17802,80,002165,
,31295,80,002166,
,37978,80,002167,
,31484,80,002168,
,12976,80,002169,
,32415,80,002170,
,11903,80,002171,
,14899,80,002172,
,7252,80,002173,
,19216,80,002175,
,25779,80,002174,
,43010,80,002176,
,56098,80,002177,
,34179,80,002178,
,16973,80,002179,
,7316,80,002180,
,34747,80,002181,
,49986,80,002183,
,18794,80,002182,
,8149,80,002184,
,17735,80,002185,
,24849,80,002186,
,8740,80,002187,
,9126,80,002188,
,16847,80,002189,
,116061,80,002190,
,24639,80,002191,
,17345,80,002192,
,10694,80,002193,
,16242,80,002194,
,41962,80,002195,
,7811,80,002196,
,22128,80,002197,
,16390,80,002198,
,20679,80,002199,
,12469,80,002200,
,5487,80,002201,
,60083,80,002202,
,41942,80,002204,
,11682,80,002205,
,16941,80,002203,
,18479,80,002206,
,11749,80,002207,
,11867,80,002208,
,12559,80,002209,
,14160,80,002210,
,14865,80,002211,
,21278,80,002212,
,5965,80,002213,
,15073,80,002214,
,11157,80,002215,
,9424,80,002216,
,15973,80,002217,
,13007,80,002218,
,10204,80,002219,
,10811,80,002220,
,9129,80,002221,
,21031,80,002222,
,11337,80,002223,
,15105,80,002224,
,18030,80,002225,
,30971,80,002226,
,37700,80,002230,
,18418,80,002227,
,8343,80,002228,
,14931,80,002232,
,25814,80,002231,
,10164,80,002234,
,34526,80,002236,
,39740,80,002229,
,22120,80,002235,
,15500,80,002233,
,27158,80,002237,
,12926,80,002238,
,20925,80,002239,
,181241,80,002240,
,40641,80,002241,
,33666,80,002242,
,11734,80,002243,
,26724,80,002244,
,18852,80,002245,
,7601,80,002247,
,11188,80,002246,
,12555,80,002248,
,18277,80,002249,
,11459,80,002250,
,15969,80,002251,
,14017,80,002252,
,13335,80,002253,
,13310,80,002254,
,20008,80,002255,
,21250,80,002256,
,7167,80,002258,
,23838,80,002259,
,7579,80,002260,
,54616,80,002261,
,4233,80,002262,
,51747,80,002263,
,14744,80,002264,
,7405,80,002265,
,56204,80,002266,
,10296,80,002267,
,14265,80,002268,
,54909,80,002269,
,17282,80,002270,
,14462,80,002271,
,14265,80,002272,
,31648,80,002273,
,17423,80,002274,
,6393,80,002275,
,31313,80,002276,
,65802,80,002277,
,22010,80,002278,
,11001,80,002279,
,26859,80,002280,
,12693,80,002281,
,8618,80,002282,
,11636,80,002283,
,26217,80,002284,
,16574,80,002285,
,11350,80,002286,
,7313,80,002287,
,23432,80,002288,
,28008,80,002289,
,12233,80,002290,
,13097,80,002291,
,32526,80,002292,
,14599,80,002293,
,16516,80,002294,
,5428,80,002295,
,21429,80,002296,
,16059,80,002297,
,33222,80,002298,
,8725,80,002299,
,25143,80,002300,
,9202,80,002301,
,12527,80,002302,
,22654,80,002303,
,20675,80,002304,
,20403,80,002305,
,94629,80,002306,
,38909,80,002307,
,26619,80,002308,
,18132,80,002309,
,32586,80,002310,
,9159,80,002311,
,20770,80,002312,
,25466,80,002313,
,18571,80,002314,
,21667,80,002315,
,13316,80,002316,
,11849,80,002317,
,14499,80,002318,
,18763,80,002319,
,15143,80,002320,
,16864,80,002321,
,11929,80,002322,
,7807,80,002323,
,7494,80,002324,
,30605,80,002325,
,36303,80,002326,
,16432,80,002327,
,14537,80,002328,
,19174,80,002329,
,29564,80,002330,
,19171,80,002331,
,12074,80,002332,
,9607,80,002333,
,16091,80,002334,
,6635,80,002335,
,19925,80,002336,
,29902,80,002337,
,4339,80,002338,
,19222,80,002339,
,37151,80,002340,
,11507,80,002341,
,26630,80,002342,
,20941,80,002343,
,30338,80,002344,
,10994,80,002345,
,15910,80,002346,
,8866,80,002347,
,17868,80,002348,
,5918,80,002349,
,6616,80,002352,
,13180,80,002351,
,7722,80,002350,
,52388,80,002353,
,12461,80,002354,
,39182,80,002355,
,11269,80,002356,
,8505,80,002357,
,19663,80,002358,
,17602,80,002359,
,14459,80,002360,
,13750,80,002361,
,36682,80,002362,
,20365,80,002363,
,10338,80,002364,
,10480,80,002365,
,13294,80,002366,
,14612,80,002367,
,6537,80,002368,
,26321,80,002369,
,3065,80,002370,
,5723,80,002371,
,10170,80,002372,
,15493,80,002373,
,17956,80,002374,
,24739,80,002375,
,17141,80,002376,
,11201,80,002377,
,14807,80,002378,
,34688,80,002379,
,7529,80,002380,
,9908,80,002381,
,6983,80,002382,
,13877,80,002383,
,5468,80,002384,
,28547,80,002385,
,20049,80,002386,
,17394,80,002387,
,23671,80,002388,
,19220,80,002389,
,14334,80,002390,
,14089,80,002391,
,25819,80,002392,
,17307,80,002393,
,20780,80,002394,
,9679,80,002395,
,19322,80,002396,
,14502,80,002397,
,10574,80,002398,
,20679,80,002399,
,10352,80,002400,
,14362,80,002401,
,8025,80,002402,
,47792,80,002405,
,22898,80,002406,
,13876,80,002403,
,38919,80,002407,
,25742,80,002404,
,15759,80,002408,
,6238,80,002409,
,18399,80,002410,
,19747,80,002411,
,5022,80,002412,
,14010,80,002413,
,19804,80,002414,
,32301,80,002415,
,25866,80,002416,
,19465,80,002417,
,9501,80,002418,
,10031,80,002419,
,15732,80,002420,
,15823,80,002421,
,33965,80,002422,
,20355,80,002423,
,50428,80,002424,
,9511,80,002425,
,13149,80,002426,
,15956,80,002427,
,31015,80,002428,
,15621,80,002429,
,10734,80,002430,
,22981,80,002431,
,32361,80,002432,
,14661,80,002433,
,6506,80,002434,
,9220,80,002435,
,8355,80,002436,
,14441,80,002437,
,11167,80,002438,
,20765,80,002439,
,38933,80,002440,
,13416,80,002441,
,7782,80,002442,
,21436,80,002443,
,14953,80,002444,
,12896,80,002445,
,11412,80,002446,
,10738,80,002447,
,26977,80,002448,
,18477,80,002449,
,27132,80,002450,
,14172,80,002451,
,13001,80,002452,
,23666,80,002453,
,12835,80,002454,
,13040,80,002455,
,44708,80,002456,
,20886,80,002457,
,6715,80,002458,
,7380,80,002459,
,36464,80,002460,
,14119,80,002461,
,6884,80,002462,
,23274,80,002463,
,11627,80,002464,
,33903,80,002465,
,41640,80,002466,
,26914,80,002467,
,11649,80,002468,
,12311,80,002470,
,14491,80,002469,
,10792,80,002472,
,40103,80,002471,
,9131,80,002473,
,7537,80,002475,
,39863,80,002474,
,24037,80,002477,
,27372,80,002476,
,12331,80,002478,
,10625,80,002480,
,10063,80,002479,
,15378,80,002481,
,15390,80,002482,
,8508,80,002483,
,10203,80,002484,
,6450,80,002485,
,38823,80,002486,
,16312,80,002487,
,17602,80,002488,
,19835,80,002490,
,44974,80,002489,
,31928,80,002491,
,9443,80,002492,
,8318,80,002493,
,17639,80,002495,
,33063,80,002497,
,32657,80,002498,
,14691,80,002496,
,23921,80,002494,
,11279,80,002499,
,34765,80,002500,
,36739,80,002501,
,13540,80,002502,
,12594,80,002503,
,12746,80,002504,
,34116,80,002505,
,153617,80,002506,
,6248,80,002507,
,5834,80,002508,
,11808,80,002509,
,20723,80,002510,
,13800,80,002511,
,8671,80,002512,
,8637,80,002513,
,7931,80,002514,
,10818,80,002515,
,16025,80,002516,
,13378,80,002517,
,10008,80,002518,
,8018,80,002519,
,10526,80,002520,
,24906,80,002521,
,17840,80,002523,
,19232,80,002522,
,18397,80,002524,
,43257,80,002526,
,18343,80,002527,
,24480,80,002528,
,16569,80,002529,
,9502,80,002530,
,12093,80,002531,
,13032,80,002533,
,10596,80,002532,
,7503,80,002534,
,24007,80,002535,
,18103,80,002536,
,5380,80,002537,
,17201,80,002538,
,8917,80,002539,
,26315,80,002540,
,19221,80,002542,
,10204,80,002543,
,8637,80,002541,
,8393,80,002544,
,12344,80,002545,
,15047,80,002546,
,13645,80,002547,
,14984,80,002548,
,7386,80,002549,
,17208,80,002550,
,12203,80,002551,
,15872,80,002553,
,9026,80,002552,
,17539,80,002554,
,29367,80,002555,
,45034,80,002556,
,10529,80,002557,
,29734,80,002558,
,21765,80,002559,
,15384,80,002560,
,12507,80,002561,
,7148,80,002562,
,8887,80,002563,
,40355,80,002564,
,22533,80,002565,
,14344,80,002566,
,13837,80,002567,
,13461,80,002568,
,6706,80,002569,
,49513,80,002570,
,28714,80,002571,
,18898,80,002573,
,4126,80,002572,
,22507,80,002574,
,17727,80,002575,
,9841,80,002576,
,21846,80,002577,
,12936,80,002578,
,18380,80,002579,
,9359,80,002580,
,20450,80,002581,
,13565,80,002582,
,22907,80,002583,
,8299,80,002584,
,10678,80,002585,
,16707,80,002586,
,10831,80,002587,
,12200,80,002588,
,11683,80,002591,
,14444,80,002590,
,6350,80,002589,
,10952,80,002592,
,14618,80,002595,
,11603,80,002593,
,62693,80,002594,
,11668,80,002596,
,14410,80,002598,
,14163,80,002597,
,4725,80,002599,
,38656,80,002600,
,19174,80,002601,
,24828,80,002602,
,15191,80,002603,
,18728,80,002604,
,21707,80,002605,
,8766,80,002606,
,22186,80,002607,
,19483,80,002608,
,15080,80,002609,
,20861,80,002610,
,11100,80,002611,
,14652,80,002612,
,17734,80,002613,
,10797,80,002614,
,18710,80,002615,
,7192,80,002616,
,24056,80,002617,
,8622,80,002618,
,9328,80,002619,
,8754,80,002620,
,8083,80,002621,
,17088,80,002622,
,12149,80,002623,
,18670,80,002624,
,43333,80,002625,
,7983,80,002626,
,11219,80,002627,
,35910,80,002628,
,66195,80,002629,
,11898,80,002630,
,11679,80,002631,
,8592,80,002634,
,9329,80,002632,
,15248,80,002633,
,14692,80,002635,
,24141,80,002636,
,13470,80,002637,
,24082,80,002638,
,14005,80,002639,
,32505,80,002640,
,8608,80,002641,
,16554,80,002642,
,7791,80,002643,
,8666,80,002644,
,7081,80,002645,
,16576,80,002646,
,17810,80,002647,
,13442,80,002648,
,18575,80,002649,
,13137,80,002650,
,9101,80,002651,
,8113,80,002652,
,6761,80,002653,
,14893,80,002654,
,24862,80,002655,
,9682,80,002656,
,29664,80,002657,
,15227,80,002658,
,6595,80,002659,
,22929,80,002660,
,7754,80,002661,
,20236,80,002662,
,23511,80,002663,
,8449,80,002664,
,15533,80,002665,
,11177,80,002666,
,9076,80,002667,
,29382,80,002668,
,12319,80,002669,
,17453,80,002670,
,11738,80,002671,
,10198,80,002672,
,59870,80,002673,
,8185,80,002674,
,9631,80,002675,
,6160,80,002676,
,13753,80,002677,
,17061,80,002678,
,10408,80,002679,
,10263,80,002680,
,33080,80,002681,
,19812,80,002682,
,6622,80,002683,
,13143,80,002684,
,19755,80,002685,
,10066,80,002686,
,8228,80,002687,
,11931,80,002688,
,18709,80,002689,
,4611,80,002690,
,11684,80,002691,
,7607,80,002692,
,10925,80,002693,
,13444,80,002694,
,12317,80,002695,
,8862,80,002696,
,31009,80,002697,
,9806,80,002698,
,10910,80,002699,
,11553,80,002700,
,23040,80,002701,
,69008,80,002702,
,9240,80,002703,
,15894,80,002705,
,12529,80,002706,
,13238,80,002707,
,23724,80,002708,
,12353,80,002709,
,20195,80,002711,
,9627,80,002712,
,10524,80,002713,
,10337,80,002714,
,15355,80,002715,
,26633,80,002716,
,16477,80,002717,
,9772,80,002718,
,10931,80,002719,
,29108,80,002721,
,25698,80,002722,
,13561,80,002723,
,13778,80,002724,
,12459,80,002725,
,23039,80,002726,
,16402,80,002727,
,9051,80,002728,
,7174,80,002729,
,9842,80,002730,
,12243,80,002731,
,9677,80,002732,
,12340,80,002733,
,7834,80,002734,
,6915,80,002735,
,49902,80,002736,
,16931,80,002737,
,35623,80,002739,
,11520,80,002738,
,13951,80,002740,
,24058,80,002741,
,5955,80,002742,
,9394,80,002743,
,8281,80,002745,
,12047,80,002746,
,11536,80,002747,
,5817,80,002748,
,6449,80,002749,
,10374,80,002750,
,15649,80,002751,
,15726,80,002752,
,5801,80,002753,
,8409,80,002755,
,9310,80,002756,
,6350,80,002757,
,4557,80,002758,
,5474,80,002759,
,4760,80,002760,
,10420,80,002761,
,3692,80,002762,
,7197,80,002763,
,7492,80,002765,
,6822,80,002766,
,5823,80,002769,
,4404,80,002767,
,15581,80,002770,
,8703,80,002768,
,7985,80,002771,
,4896,80,002773,
,9437,80,002772,
,5304,80,002776,
,8310,80,002777,
,6001,80,002778,
,6294,80,002779,
,6859,80,002775,
,7840,80,002780,
,5858,80,002781,
,7611,80,002782,
,12861,80,002783,
,11277,80,002785,
,5610,80,002786,
,5685,80,002787,
,7555,80,002788,
,5662,80,002790,
,4253,80,002789,
,5413,80,002791,
,6239,80,002792,
,1483,80,002793,
,42132,80,300001,
,73651,80,300002,
,22634,80,300003,
,19005,80,300004,
,28895,80,300005,
,13946,80,300006,
,15571,80,300007,
,19132,80,300008,
,24841,80,300009,
,39941,80,300010,
,23294,80,300011,
,16868,80,300012,
,17274,80,300013,
,33259,80,300014,
,24252,80,300015,
,16038,80,300016,
,51152,80,300017,
,16387,80,300018,
,9356,80,300019,
,31843,80,300020,
,40290,80,300021,
,51676,80,300022,
,22379,80,300023,
,82633,80,300024,
,16165,80,300025,
,24721,80,300026,
,203814,80,300027,
,71996,80,300028,
,48363,80,300029,
,16070,80,300030,
,19145,80,300031,
,28722,80,300032,
,51737,80,300033,
,34523,80,300034,
,22271,80,300035,
,22979,80,300036,
,26195,80,300037,
,16188,80,300038,
,23754,80,300039,
,26935,80,300040,
,16950,80,300041,
,30198,80,300042,
,35981,80,300043,
,39905,80,300044,
,23819,80,300045,
,13077,80,300046,
,27220,80,300047,
,26843,80,300048,
,20141,80,300049,
,36576,80,300050,
,58215,80,300051,
,92696,80,300052,
,35557,80,300053,
,12702,80,300054,
,51563,80,300055,
,33217,80,300056,
,16233,80,300057,
,44149,80,300058,
,144914,80,300059,
,17111,80,300061,
,12144,80,300062,
,10598,80,300063,
,22789,80,300064,
,26227,80,300065,
,14777,80,300066,
,55773,80,300068,
,20529,80,300067,
,10412,80,300069,
,30405,80,300070,
,17813,80,300071,
,23097,80,300072,
,29477,80,300073,
,45701,80,300074,
,18720,80,300075,
,24023,80,300076,
,85027,80,300077,
,21999,80,300078,
,64437,80,300079,
,46417,80,300080,
,26496,80,300081,
,28674,80,300082,
,17053,80,300083,
,27596,80,300084,
,27714,80,300085,
,30982,80,300086,
,20691,80,300087,
,45293,80,300088,
,20959,80,300089,
,19857,80,300090,
,11917,80,300091,
,19386,80,300092,
,33046,80,300093,
,49833,80,300094,
,15533,80,300095,
,30988,80,300096,
,23976,80,300097,
,19567,80,300099,
,15673,80,300098,
,18996,80,300100,
,26829,80,300101,
,30724,80,300102,
,24232,80,300103,
,195419,80,300104,
,20946,80,300105,
